  4.972562e+13  1.294700e+32   2.947700e+37 
  3.720583e+13  8.811700e+31   2.207300e+37 
  2.694588e+13  5.761100e+31   1.599900e+37 
  1.884314e+13  3.584100e+31   1.119700e+37 
  1.260532e+13  2.089400e+31   7.496300e+36 
  7.913284e+12  1.114700e+31   4.709700e+36 
  6.056748e+12  7.797600e+30   3.606200e+36 
  4.486892e+12  5.267900e+30   2.672600e+36 
  3.179546e+12  3.427200e+30   1.894700e+36 
  2.116120e+12  2.154700e+30   1.261600e+36 
  5.720792e+11  1.083000e+30   3.417651e+35 
  5.117650e+11  9.831000e+29   3.058050e+35 
  4.984068e+11  9.491000e+29   2.978395e+35 
  4.828174e+11  9.098000e+29   2.885428e+35 
  4.527556e+11  8.352000e+29   2.706132e+35 
  4.338050e+11  7.890000e+29   2.593090e+35 
  4.302889e+11  7.805000e+29   2.572114e+35 
  4.191814e+11  7.538000e+29   2.505849e+35 
  3.328059e+11  5.816000e+29   1.990404e+35 
  2.732324e+11  4.473000e+29   1.634720e+35 
  2.098073e+11  3.290000e+29   1.255844e+35 
  1.845935e+11  2.892000e+29   1.105168e+35 
  1.702642e+11  2.597000e+29   1.019519e+35 
  1.416676e+11  2.033000e+29   8.485434e+34 
  1.092338e+11  1.495000e+29   6.545403e+34 
  1.026445e+11  1.450000e+29   6.151156e+34 
  8.341843e+10  1.100000e+29   5.000572e+34 
  6.622995e+10  8.089000e+28   3.971490e+34 
  5.041715e+10  5.949000e+28   3.024373e+34 
  4.175887e+10  4.628000e+28   2.505589e+34 
  3.316385e+10  3.404000e+28   1.990419e+34 
  2.534213e+10  2.503000e+28   1.521435e+34 
  2.091808e+10  1.938000e+28   1.256090e+34 
  1.661129e+10  1.425000e+28   9.977036e+33 
  1.319404e+10  1.048000e+28   7.926255e+33 
  1.011405e+10  7.702000e+27   6.077363e+33 
  8.032126e+09  5.662000e+27   4.827274e+33 
  6.607076e+09  4.362000e+27   3.971414e+33 
  4.167201e+09  2.356000e+27   2.505627e+33 
  2.545637e+09  1.272000e+27   1.531070e+33 
  1.605694e+09  6.860000e+26   9.659711e+32 
  1.212836e+09  5.036000e+26   7.297275e+32 
  1.046116e+09  4.129000e+26   6.294586e+32 
  8.307743e+08  3.029000e+26   4.999341e+32 
  5.241967e+08  1.629000e+26   3.154997e+32 
  3.306412e+08  8.738000e+25   1.990332e+32 
  2.626264e+08  6.676000e+25   1.581014e+32 
  1.316080e+08  2.604000e+25   7.924186e+31 
  6.596130e+07  1.006000e+25   3.972096e+31 
  3.304923e+07  3.833000e+24   1.990382e+31 
  1.655945e+07  1.435000e+24   9.973660e+30 
  8.300087e+06  5.259000e+23   4.999380e+30 
  6.593421e+06  3.911000e+23   3.971469e+30 
  2.624725e+06  9.755000e+22   1.581048e+30 
  1.044863e+06  2.318000e+22   6.294102e+29 
  4.159737e+05  5.266000e+21   2.505808e+29 
  1.315409e+05  8.258708e+20   7.924060e+28 
  4.159664e+04  1.295219e+20   2.505808e+28 
  1.315398e+04  2.031303e+19   7.924060e+27 
  4.159646e+03  3.185707e+18   2.505808e+27 
  1.315395e+03  4.996169e+17   7.924060e+26 
  4.159642e+02  7.835530e+16   2.505808e+26 
  1.315394e+02  1.228852e+16   7.924060e+25 
  4.159641e+01  1.927218e+15   2.505808e+25 
  1.315394e+01  3.022471e+14   7.924060e+24 
 
